NAME	RATIO	NOM_pval	ADJ_pval	NEG_LOG10_FDR	INTERSECT
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.03	0.304530415001338	1	0	ICAM1,CCND1,CSF1,DUSP1,MCL1,VEGFA
HALLMARK_HYPOXIA	0.015	0.842644613151145	1	0	ADM,DUSP1,VEGFA
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.0135135135135135	0.821157625714202	1	0	EBP
HALLMARK_MITOTIC_SPINDLE	0.01	0.947561462644133	1	0	BRCA2,FSCN1
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.0238095238095238	0.622161053526741	1	0	ADAM17
HALLMARK_TGF_BETA_SIGNALING	0	1	1	0	
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.0229885057471264	0.595285372357462	1	0	TNFRSF21,CSF1
HALLMARK_DNA_REPAIR	0.00666666666666667	0.970412771013115	1	0	POLR1D
HALLMARK_ADIPOGENESIS	0.025	0.482842436343297	1	0	RETN,ACAA2,DGAT1,PREB,RIOK3
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.015	0.842644613151145	1	0	CCND1,ENDOD1,FHL2
HALLMARK_ESTROGEN_RESPONSE_LATE	0.02	0.676686632588502	1	0	PRKAR2B,CACNA2D2,CCND1,DLG5
HALLMARK_ANDROGEN_RESPONSE	0.0099009900990099	0.905270096187059	1	0	CCND1
HALLMARK_MYOGENESIS	0.015	0.842644613151145	1	0	PTP4A3,CFD,SMTN
HALLMARK_PROTEIN_SECRETION	0.0104166666666667	0.89340726137491	1	0	LAMP2
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.0206185567010309	0.654878056060024	1	0	TRIM25,CSF1
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.025	0.482842436343297	1	0	C1R,ICAM1,TRIM25,BPGM,IRF5
HALLMARK_APICAL_SURFACE	0.0227272727272727	0.639358681053381	1	0	GSTM3
HALLMARK_HEDGEHOG_SIGNALING	0.0277777777777778	0.565545850044306	1	0	VEGFA
HALLMARK_COMPLEMENT	0.02	0.676686632588502	1	0	C1R,TIMP1,APOBEC3G,LAMP2
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.0265486725663717	0.479146733953093	1	0	ASNS,PREB,VEGFA
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0	1	1	0	
HALLMARK_MTORC1_SIGNALING	0.03	0.304530415001338	1	0	HMBS,ASNS,EBP,FDXR,GGA2,PLOD2
HALLMARK_E2F_TARGETS	0.02	0.676686632588502	1	0	BRCA2,RAD51C,CDC25B,MCM5
HALLMARK_MYC_TARGETS_V1	0.015	0.842644613151145	1	0	RPL14,MCM5,SNRPA
HALLMARK_MYC_TARGETS_V2	0.0344827586206897	0.383103593362088	1	0	MAP3K6,MCM5
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.03	0.304530415001338	1	0	MYL9,TIMP1,TPM1,CALD1,PLOD2,VEGFA
HALLMARK_FATTY_ACID_METABOLISM	0.0253164556962025	0.489046886188996	1	0	CPT1A,ACAA2,ACADVL,VNN1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.02	0.676686632588502	1	0	CPT1A,ACAA2,PMPCA,ACADVL
HALLMARK_GLYCOLYSIS	0.01	0.947561462644133	1	0	PLOD2,VEGFA
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	0	1	1	0	
HALLMARK_P53_PATHWAY	0.015	0.842644613151145	1	0	GPX2,RAD51C,FDXR
HALLMARK_UV_RESPONSE_UP	0.0316455696202532	0.291597499971846	1	0	BSG,ICAM1,ASNS,DGAT1,HLA-F
HALLMARK_UV_RESPONSE_DN	0.0208333333333333	0.644474237765736	1	0	PRKAR2B,FHL2,DUSP1
HALLMARK_COAGULATION	0.036231884057971	0.205646520765843	1	0	C1R,TIMP1,CFD,LAMP2,THBD
HALLMARK_IL2_STAT5_SIGNALING	0.015	0.842644613151145	1	0	CD79B,TNFRSF21,CSF1
HALLMARK_BILE_ACID_METABOLISM	0.0357142857142857	0.251463559336489	1	0	AQP9,CROT,PEX7,FDXR
HALLMARK_PEROXISOME	0	1	1	0	
HALLMARK_ALLOGRAFT_REJECTION	0.015	0.842644613151145	1	0	ICAM1,TIMP1,CSF1
HALLMARK_SPERMATOGENESIS	0.0296296296296296	0.370604460688405	1	0	GSTM3,JAM3,IL12RB2,HIST1H1T
HALLMARK_KRAS_SIGNALING_DN	0.005	0.991102407847659	1	0	EGF
HALLMARK_PANCREAS_BETA_CELLS	0	1	1	0	
HALLMARK_G2M_CHECKPOINT	0.035	0.16999024738323	0.944390263240167	0.0248484991905851	BRCA2,EGF,MEIS1,CCND1,CDC25B,MCM5,TNPO2
HALLMARK_APOPTOSIS	0.0372670807453416	0.159951746315563	0.944390263240167	0.0248484991905851	TIMP1,CCND1,CDC25B,EBP,FDXR,MCL1
HALLMARK_NOTCH_SIGNALING	0.0625	0.164647327960422	0.944390263240167	0.0248484991905851	CCND1,TCF7L2
HALLMARK_APICAL_JUNCTION	0.035	0.16999024738323	0.944390263240167	0.0248484991905851	CD209,FSCN1,ICAM1,JAM3,MYL9,TSPAN4,DHX16
HALLMARK_INFLAMMATORY_RESPONSE	0.035	0.16999024738323	0.944390263240167	0.0248484991905851	AQP9,CLEC5A,ICAM1,TIMP1,ADM,PCDH7,CSF1
HALLMARK_XENOBIOTIC_METABOLISM	0.04	0.0843571282361208	0.944390263240167	0.0248484991905851	AQP9,ARG1,CROT,SSR3,TMEM176B,ACP2,PGRMC1,VNN1
HALLMARK_KRAS_SIGNALING_UP	0.045	0.0374278153522829	0.623796922538048	0.204956772137453	ADAM17,ARG1,CROT,NAP1L2,RETN,TMEM176A,TMEM176B,BPGM,TMEM158
HALLMARK_ANGIOGENESIS	0.111111111111111	0.00856329449137453	0.214082362284363	0.669419111678511	TIMP1,THBD,TNFRSF21,VEGFA
HALLMARK_HEME_METABOLISM	0.135	1.16534681354327e-14	5.82673406771635e-13	12.2345748026682	ACSL6,BSG,FECH,HEBP1,HMBS,MARCH8,RBM38,SLC22A4,SPTB,TNS1,TRIM10,ASNS,BPGM,ENDOD1,GDE1,LAMP2,MARK3,MKRN1,MPP1,RIOK3,SEC14L1,SLC25A37,SNCA,TRIM58,TSPAN5,NFE2,TAL1
