NAME	RATIO	NOM_pval	ADJ_pval	NEG_LOG10_FDR	INTERSECT
HALLMARK_HYPOXIA	0	1	1	0	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0	1	1	0	
HALLMARK_DNA_REPAIR	0.00666666666666667	0.838022719196469	1	0	TYMS
HALLMARK_ADIPOGENESIS	0.005	0.912970382067638	1	0	ANGPT1
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.01	0.694080895611395	1	0	HES1,PDLIM3
HALLMARK_ESTROGEN_RESPONSE_LATE	0.01	0.694080895611395	1	0	PDLIM3,TOP2A
HALLMARK_ANDROGEN_RESPONSE	0.0099009900990099	0.704365691878078	1	0	CCND3
HALLMARK_PROTEIN_SECRETION	0	1	1	0	
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.01	0.694080895611395	1	0	CXCL11,SP110
HALLMARK_APICAL_SURFACE	0	1	1	0	
HALLMARK_HEDGEHOG_SIGNALING	0	1	1	0	
HALLMARK_COMPLEMENT	0.005	0.912970382067638	1	0	CD40LG
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0	1	1	0	
HALLMARK_MTORC1_SIGNALING	0	1	1	0	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.01	0.694080895611395	1	0	COX15,PMPCA
HALLMARK_GLYCOLYSIS	0.005	0.912970382067638	1	0	ALDH9A1
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	0	1	1	0	
HALLMARK_UV_RESPONSE_DN	0.00694444444444444	0.825573275024311	1	0	BMPR1A
HALLMARK_HEME_METABOLISM	0.01	0.694080895611395	1	0	CCND3,RCL1
HALLMARK_COAGULATION	0.0072463768115942	0.812186753866654	1	0	PECAM1
HALLMARK_BILE_ACID_METABOLISM	0.00892857142857143	0.74156096797046	1	0	ALDH9A1
HALLMARK_PANCREAS_BETA_CELLS	0	1	1	0	
HALLMARK_MYC_TARGETS_V2	0.0172413793103448	0.501580581543097	0.895679609898388	0.0478473123652073	RCL1
HALLMARK_SPERMATOGENESIS	0.0148148148148148	0.479393874731859	0.887766434688628	0.0517012791181336	GAD1,LPIN1
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.0238095238095238	0.395463806738963	0.818313813618937	0.0870801176154903	CCND2
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.0229885057471264	0.27594039124706	0.818313813618937	0.0870801176154903	CXCL11,TNFRSF21
HALLMARK_G2M_CHECKPOINT	0.015	0.425523183081847	0.818313813618937	0.0870801176154903	H2AFX,KIF11,TOP2A
HALLMARK_APOPTOSIS	0.0186335403726708	0.297944669723193	0.818313813618937	0.0870801176154903	CCND2,EMP1,TOP2A
HALLMARK_NOTCH_SIGNALING	0.03125	0.318200264807806	0.818313813618937	0.0870801176154903	HES1
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.0206185567010309	0.320118485407911	0.818313813618937	0.0870801176154903	CXCL11,SP110
HALLMARK_APICAL_JUNCTION	0.015	0.425523183081847	0.818313813618937	0.0870801176154903	KCNH2,MPZL2,PECAM1
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.0176991150442478	0.389396971119725	0.818313813618937	0.0870801176154903	ATF6,H2AFX
HALLMARK_E2F_TARGETS	0.015	0.425523183081847	0.818313813618937	0.0870801176154903	DIAPH3,H2AFX,TOP2A
HALLMARK_MYC_TARGETS_V1	0.015	0.425523183081847	0.818313813618937	0.0870801176154903	EXOSC7,TUFM,TYMS
HALLMARK_INFLAMMATORY_RESPONSE	0.015	0.425523183081847	0.818313813618937	0.0870801176154903	CXCL11,CXCL6,PTPRE
HALLMARK_P53_PATHWAY	0.015	0.425523183081847	0.818313813618937	0.0870801176154903	CCND2,CCND3,PTPRE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.02	0.211300207169954	0.75464359703555	0.122258108484304	FSTL1,IGFBP2,TPM2,CXCL6
HALLMARK_XENOBIOTIC_METABOLISM	0.02	0.211300207169954	0.75464359703555	0.122258108484304	ADH7,ALDH9A1,GAD1,IGF1
HALLMARK_ALLOGRAFT_REJECTION	0.02	0.211300207169954	0.75464359703555	0.122258108484304	CCND2,CCND3,CD40LG,TLR6
HALLMARK_TGF_BETA_SIGNALING	0.037037037037037	0.133794911799091	0.608158689995868	0.215983083231925	BMPR2,BMPR1A
HALLMARK_FATTY_ACID_METABOLISM	0.0253164556962025	0.11606674189022	0.608158689995868	0.215983083231925	G0S2,ADH7,ALDH9A1,EHHADH
HALLMARK_PEROXISOME	0.0288461538461538	0.124635995939263	0.608158689995868	0.215983083231925	ALDH9A1,EHHADH,TOP2A
HALLMARK_MITOTIC_SPINDLE	0.025	0.0863670035403314	0.539793772127071	0.267772130425019	CENPJ,BIN1,DYNC1H1,KIF11,TOP2A
HALLMARK_UV_RESPONSE_UP	0.0316455696202532	0.0379104378729239	0.270788841949456	0.56736923503718	CCND3,H2AFX,IGFBP2,KCNH2,PDLIM3
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.03	0.0295720492157365	0.246433743464471	0.608299825740291	G0S2,CXCL11,HES1,PHLDA2,CXCL6,PTPRE
HALLMARK_IL2_STAT5_SIGNALING	0.03	0.0295720492157365	0.246433743464471	0.608299825740291	BMPR2,CCND2,CCND3,EMP1,TNFRSF21,CKAP4
