"Intersections","Degree","Observed.Overlap","Expected.Overlap","FE","P.value","Elements"
"AG",1,190,NA,NA,NA,"ACSL6, ADAM17, ADI1, AFAP1, AGAP1, ALDH1A1, ALPL, ANKRD55, AOC1, APOBEC3G, AQP9, ARAP3, ARG1, ARHGAP24, ARHGEF10, ARHGEF11, ATF5, ATP4A, BFSP1, BRCA2, BSG, BTN3A2, C12orf43, C1R, CABP5, CAMKK2, CCL5, CD209, CD79B, CDC42BPA, CDKAL1, CERS4, CFD, CHI3L1, CLEC5A, CPT1A, CROT, CRYBB2P1, DAAM2, DACT1, DBNDD1, DCAF13, DGCR5, DSC1, DSC2, DTX4, DUSP14, ECHDC3, EFS, EGF, EGFL6, EIF5A, ELANE, EMP1, EPHB1, ERC1, FAM13A, FECH, FGFR1, FOLR3, FSCN1, FZD2, GABRR2, GALNT6, GATA2, GNL3L, GPM6B, GPR25, GPX2, GSDMB, GSTM3, HEBP1, HLA-DPA1, HLA-DRB4, HMBOX1, HMBS, HNRNPH1, HP, HSPA6, ICAM1, IGFBP7, IGKC, IL12RB2, INHBB, IPP, JAM3, KCNE5, KCNQ3, KIZ, KLF11, KLF3-AS1, KLHDC10, KLHDC4, KLRG1, LARP4B, LEFTY1, LGALSL, LINC00339, LOC647070, LOXL1, LPAR2, LZTS3, MAP3K6, MARC1, MARCH8, MED16, MEIS1, MT1F, MYH3, MYL9, MYO1D, MYOM2, NAA40, NAP1L2, NCAPG2, NLRP2, NMB, NOV, NSUN6, ORM1, PCDH9, PCGF3, PDZD8, PEX7, PF4V1, PLA2G7, PMS2P2, POLR1D, POMZP3, PPFIBP2, PPP2R2B, PRKAR2B, PTP4A3, PUS7, RAB15, RAD51C, RBM38, RETN, RIN1, RNFT2, RPL14, RRN3P1, RUNX3, SBNO1, SDC2, SEMA3C, SFRP1, SIRPG, SLAMF8, SLC11A1, SLC14A1, SLC15A2, SLC22A4, SNX16, SPATA20, SPTB, SSR3, STAT6, STRN3, STYK1, SYNGR3, TACSTD2, TCAF1, TGFBR3, TGM3, TIMP1, TM7SF3, TMEM156, TMEM176A, TMEM176B, TMEM255A, TMEM8A, TMPRSS3, TNFRSF21, TNS1, TOB2, TPM1, TPP2, TRIM10, TRIM25, TSC22D1, TSPAN4, TTTY15, VASH1, VDR, WIF1, YME1L1, ZNF350, ZNF440, ZWILCH"
"CW",1,1348,NA,NA,NA,"ABCA1, ABCA5, ABCB1, ABCB7, ABCB8, ABCC2, ABCD2, ABCG2, ABHD4, ABHD6, ABI1, ACAA1, ACAA2, ACADS, ACADSB, ACADVL, ACE, ACO2, ACOX1, ACOX2, ACP1, ACP2, ACSL5, ACSL6, ACSM1, ACTB, ACTG2, ACTN2, ACTN3, ACTN4, ACVR1B, ACVR2A, ADAM12, ADAM15, ADAM17, ADAM2, ADAR, ADCY1, ADCY6, ADD1, ADH5, ADH7, ADIPOQ, ADIPOR1, ADM, ADORA2B, ADRA2B, ADRM1, AEN, AFG3L2, AGFG1, AGPAT3, AHCY, AHR, AHSP, AIFM1, AIMP2, AK2, AKAP1, AKR1C2, AKR1D1, AKT2, AKT3, ALAD, ALAS2, ALB, ALDH2, ALDH3A1, ALDH3A2, ALOX12B, AMD1, ANGPT1, ANK1, ANKRD2, ANP32E, ANXA10, AP2S1, APOE, APP, AQP3, AQP9, AR, AREG, ARG1, ARG2, ARHGEF12, ARHGEF6, ARID4A, ARL3, ARL4A, ARPC5L, ASB13, ASB7, ASCL1, ASF1A, ASNS, ASS1, ATAD2, ATF3, ATP1B1, ATP2A2, ATP2B1, ATP5A1, ATP5C1, ATP5D, ATP5G1, ATP5G2, ATP5G3, ATP5H, ATP6AP1, ATP6V0B, ATP6V0E1, ATP6V1F, ATRX, ATXN1, AURKA, AURKB, AVL9, AXL, B4GALT1, BAIAP2, BAK1, BARD1, BATF, BAX, BAZ2A, BCAR3, BCAT1, BCKDHA, BDH2, BDKRB1, BGN, BHLHE40, BID, BIRC3, BIRC5, BLVRB, BMP2, BMP2K, BNIP3L, BPGM, BRCA1, BRCA2, BSG, BTBD3, BTG2, BTG3, BUB1, BUB3, BYSL, C1R, C3, C3AR1, C4BPB, C5, C9, CA1, CA12, CACNA1F, CACNA1H, CACNA2D2, CACNG1, CAD, CADM1, CALB2, CALCR, CALD1, CALR, CAMK1D, CAMK2B, CANX, CARTPT, CASP1, CASP4, CASP5, CASP8, CASP9, CASQ1, CASQ2, CAST, CAT, CAV3, CBL, CBR1, CBX5, CCK, CCL13, CCL17, CCL22, CCL24, CCL25, CCNA1, CCND1, CCND3, CCNE1, CCNF, CCRL2, CCT4, CD209, CD28, CD36, CD40, CD44, CD46, CD47, CD48, CD55, CD59, CD70, CD80, CD86, CD99, CDC25A, CDC25B, CDC27, CDC45, CDC5L, CDC6, CDC7, CDCA3, CDCA8, CDH11, CDH13, CDH15, CDH2, CDH6, CDH8, CDK1, CDK2, CDK4, CDKN1A, CDKN2A, CDKN3, CEBPA, CEBPB, CEBPD, CELSR1, CENPE, CENPF, CENPM, CFB, CFH, CFTR, CHEK1, CHKA, CHRM4, CHRNA5, CHRNG, CKB, CKM, CKS1B, CKS2, CLCN3, CLDN15, CLDN16, CLDN7, CLEC5A, CLSTN3, CLTB, CLU, CNN2, CNN3, CNOT9, CNTFR, CNTN1, COL1A1, COL4A1, COL4A2, COL5A2, COL6A2, COL7A1, COMT, COQ9, CORO1A, COX10, COX11, COX4I1, COX5A, COX5B, COX6A1, COX6C, COX7A2L, COX8A, CPA2, CPEB3, CPM, CPT1A, CPT2, CR1, CRABP2, CRLF1, CROT, CRP, CRYAB, CS, CSAD, CSE1L, CSF1, CSF2, CSF2RB, CSRP3, CST8, CSTF2, CTBP1, CTCF, CTSB, CTSE, CTSS, CUL1, CUL3, CUL4A, CX3CL1, CXCL10, CXCL11, CXCL12, CXCL13, CXCL9, CXCR4, CYB5A, CYC1, CYP1A1, CYP26A1, CYP27A1, CYP2C18, CYP2E1, CYP4F11, CYR61, DARS, DBT, DCBLD2, DCK, DCLRE1B, DCTPP1, DCXR, DDAH2, DDIT4, DDX39A, DEPDC1, DES, DGAT1, DHRS2, DHRS7, DHRS7B, DHX16, DIO2, DLAT, DLG4, DLG5, DLK2, DMC1, DMD, DMP1, DMRT1, DNAJB4, DNAJB9, DNAJC1, DNAJC12, DNMT1, DOCK10, DOCK4, DPP4, DRAM1, DTNA, DUSP1, DUSP2, DUSP6, DUT, E2F1, E2F2, EBP, ECH1, ECHS1, ECI2, EED, EFEMP2, EFHD1, EFNA1, EGF, EGFR, EGR1, EGR2, EHD1, EHHADH, EI24, EIF2AK1, EIF2S1, EIF2S2, EIF4H, ELL2, ELOVL5, ENDOD1, ENO1, ENO2, ENTPD7, EPB41, EPB41L2, EPB41L3, EPB42, EPHA2, EPHB2, EPHB3, EPOR, ERBB3, ERO1A, ESPL1, ESR1, ESR2, ESRRA, ETFB, ETFDH, ETS2, ETV5, EVI5, EVL, EWSR1, EXOSC5, EZH2, F10, F13A1, F2, F5, FABP1, FABP4, FADS2, FAH, FAM162A, FAM46C, FARP1, FARSA, FAS, FASN, FBL, FBLN1, FBN1, FBP1, FBXO7, FBXO9, FCER1G, FDPS, FDX1, FDXR, FECH, FEN1, FETUB, FGF18, FGF2, FGFR3, FGL2, FH, FKBP2, FKBP4, FLNB, FLT4, FMO1, FOSB, FOXC1, FOXN3, FPR1, FSCN1, FST, FUT4, FXN, FZD1, FZD4, FZD5, G0S2, G3BP1, GABARAPL1, GAD1, GADD45A, GADD45B, GAL, GALE, GALNT3, GAPDH, GAPVD1, GART, GATA1, GCA, GCLC, GCNT1, GCNT2, GDE1, GEM, GGA2, GLIPR1, GLO1, GLRX, GLRX5, GM2A, GMPS, GNA15, GNAI3, GNAO1, GNB2, GNG11, GNPAT, GOT1, GOT2, GP1BA, GP9, GPC3, GPI, GPNMB, GPR182, GPX2, GPX3, GRB2, GRB7, GREB1, GRM8, GRPEL1, GSPT1, GSR, GSTM3, GSTM4, GUCY1A3, GYPA, GYPB, GYPC, GYPE, H2AFV, H2AFX, HADH, HBB, HBBP1, HBD, HBEGF, HBZ, HDDC2, HDGF, HEBP1, HES1, HIF1A, HIST1H1T, HIST1H2BK, HK2, HLA-DMB, HLA-DQA1, HLA-F, HMBS, HMGA1, HMGCS1, HMGCS2, HMOX1, HNF1A, HNF4A, HNRNPA1, HNRNPA2B1, HNRNPD, HNRNPU, HOXD11, HRAS, HRC, HRG, HRH1, HSD11B1, HSD17B10, HSD17B2, HSD17B4, HSD3B1, HSP90AB1, HSPA4, HSPA9, HSPB2, HSPB8, HTATIP2, HTRA2, HUS1, HYAL2, IARS, ICAM1, ICAM4, ICAM5, ICOSLG, IDH1, IDH2, IDH3A, IDH3B, IDH3G, IDI1, IFIH1, IFNAR1, IFNAR2, IFNGR2, IGF1, IGFBP1, IGFBP4, IGSF3, IL10, IL11, IL15, IL18, IL1B, IL1R1, IL1RL2, IL2RA, ILF3, IMP4, INPPL1, INSL5, IPO4, IPO7, IRF1, IRF2, IRF5, IRF8, ISCA1, ISG20, ISG20L2, ITGB1, ITGB2, ITGB3, ITGB4, ITGB5, ITGB8, ITGBL1, ITIH1, ITIH5, ITSN1, JAG1, JAK2, JAM3, JUP, KAT2B, KATNA1, KCNJ2, KCNJ8, KCNMB2, KCNQ2, KEL, KHNYN, KIF18B, KIF22, KIF2A, KIF2C, KIF4A, KIF5B, KIF5C, KLF1, KLF10, KLF3, KLF4, KLF9, KLHDC3, KLK1, KLK10, KNL1, KPNA2, KPNB1, KRT13, KRT15, KRT18, KYNU, LAD1, LAMA3, LAMA4, LAMP2, LARGE1, LAS1L, LCAT, LCK, LCP2, LDB3, LDHC, LDLR, LDLRAP1, LFNG, LGALS3, LIF, LIG1, LIG3, LIMA1, LIPE, LLGL2, LPAR1, LPIN2, LRP10, LSM7, LTA, LTA4H, LY86, LY96, LYN, LYPD3, M6PR, MAFB, MAFF, MAGIX, MAN1A1, MAOA, MAOB, MAP3K1, MAP3K20, MAP3K6, MAP4K3, MAP7, MAPK11, MAPK13, MAPK14, MAPKAPK3, MAPT, MARCH2, MARCH6, MARCH8, MARCKS, MARCO, MARK3, MBOAT2, MCL1, MCM2, MCM3, MCM4, MCM5, MCM6, MCM7, MDH2, ME1, MEIS1, MET, METTL3, MGAT1, MGST3, MKI67, MKRN1, MLLT10, MLPH, MMD, MMP1, MMP14, MMP8, MPHOSPH10, MPP1, MPP5, MPZL2, MRPL11, MRPL23, MRPL34, MRPL35, MRPL9, MRPS11, MRPS12, MRPS18B, MRPS22, MSC, MT3, MTCH2, MTOR, MTRF1, MTX2, MVP, MXI1, MYB, MYBBP1A, MYF6, MYH11, MYH2, MYL2, MYL4, MYL6B, MYL7, MYL9, MYLK, MYOM1, NAB2, NAMPT, NAP1L1, NAP1L2, NASP, NAT1, NAV2, NBL1, NCAM1, NCL, NCOA3, NCOA4, NCOR2, NDRG2, NDUFA5, NDUFA7, NDUFAB1, NDUFB2, NDUFB4, NDUFB7, NDUFB8, NDUFC1, NDUFS6, NDUFS7, NDUFV1, NF1, NF2, NFE2, NFKB2, NFKBIA, NFKBIB, NFKBIE, NFYC, NHP2, NINJ1, NLRP3, NME1, NMI, NMT1, NOC4L, NOLC1, NOP2, NOS1, NOTCH2, NPC1, NPTXR, NPY5R, NQO1, NR1H4, NR4A1, NR4A2, NR6A1, NRIP1, NSD2, NTRK3, NUDT11, NUDT15, NUDT21, NUFIP1, NUMA1, NUP107, NUP205, NUP50, NUP98, NXF1, NXT1, OAZ3, ODC1, OGDH, OGFR, OLFM1, OLFML3, OPA1, OPN3, OPRK1, OPTN, ORC6, OSBP2, OSMR, OXA1L, P2RX6, P2RY2, PAFAH1B1, PAN2, PAPD7, PAPOLB, PAPSS2, PARP2, PARVA, PCDH7, PCNA, PCSK1N, PDE4B, PDHA1, PDK4, PDLIM4, PDLIM5, PDP1, PDPN, PDS5B, PDZK1IP1, PEMT, PES1, PEX11A, PEX11B, PEX14, PEX16, PEX19, PEX26, PEX5, PEX7, PFKL, PGD, PGK2, PGR, PGRMC1, PGS1, PHB2, PHF7, PHLDA1, PHLDB1, PHYH, PIAS2, PICALM, PIK3CA, PIK3CG, PIK3R3, PIM1, PINK1, PIPOX, PITPNB, PLA2G4A, PLAG1, PLAU, PLAUR, PLCG1, PLEK, PLEK2, PLIN2, PLK1, PLK4, PLOD2, PLPP3, PLXNB2, PMAIP1, PML, PMPCA, PNMT, PNN, PNP, POLA2, POLD1, POLD2, POLE, POLG2, POLQ, POLR2F, POLR2H, POLR3G, POSTN, PPBP, PPIB, PPM1B, PPM1G, PPP1R15A, PPP1R2, PPP1R8, PPP2R5B, PPP4C, PPRC1, PQLC3, PRDX2, PRDX3, PRDX4, PREB, PRELID3B, PRIM2, PRKAR2A, PRKN, PRLR, PRMT2, PROS1, PRPF31, PRPF4B, PRPS1, PRPS2, PRRX1, PRSS2, PRSS23, PSEN1, PSENEN, PSMA2, PSMA7, PSMB2, PSMC2, PSMC4, PSMD13, PSMD14, PSMD3, PSMD8, PSMG1, PTAFR, PTGER4, PTGES, PTGES3, PTGS2, PTK2, PTP4A3, PTPN2, PTPN6, PTPRD, PTPRJ, PTTG1, PUS1, PVR, PWP1, PYCR1, RABEP1, RABGAP1L, RAC2, RAD1, RAD23A, RAD23B, RAD50, RAD51C, RAF1, RAN, RANBP1, RANBP10, RAP1GAP, RAPGEFL1, RB1, RBM14, RBM38, RBP4, RBX1, RCE1, RDH11, REEP5, RELB, RET, RETN, RETREG1, RFC2, RFC3, RFC4, RGS1, RGS11, RGS16, RHAG, RHOBTB3, RHOD, RHOF, RHOG, RHOT2, RIOK3, RIPK2, RNASEH2A, RNF123, RNF19B, RNPS1, ROS1, RPL14, RPL18, RPL36, RPL39, RPL3L, RPLP0, RPS3, RPS5, RPS6KA2, RPS6KA5, RPS9, RRM2, RRP12, RRP9, RUVBL2, RXRB, S100A10, S100A4, S100A9, SAMM50, SAT1, SCARB1, SCD, SCG5, SCN1B, SCNN1A, SDC1, SDC3, SDC4, SDCBP, SDF2L1, SDHA, SDHB, SDHC, SEC14L1, SECTM1, SELENBP1, SELENOW, SELL, SELP, SERPINA5, SERPINA6, SERPINB2, SERPINB5, SERPINE1, SERPINH1, SF3B3, SFN, SFPQ, SFRP4, SGCB, SHC1, SHMT2, SHOX2, SIGMAR1, SIT1, SLC11A2, SLC12A4, SLC16A7, SLC19A2, SLC1A1, SLC1A4, SLC1A5, SLC22A1, SLC22A18, SLC22A4, SLC22A5, SLC25A1, SLC25A11, SLC25A12, SLC25A20, SLC25A3, SLC25A37, SLC25A4, SLC25A5, SLC25A6, SLC26A2, SLC27A2, SLC28A2, SLC29A1, SLC2A1, SLC2A6, SLC2A8, SLC30A10, SLC31A1, SLC31A2, SLC35B1, SLC35D1, SLC37A1, SLC37A4, SLC4A1, SLC4A4, SLC5A5, SLC6A3, SLC6A6, SLC6A8, SLC6A9, SLC7A1, SLC7A11, SLC9A3R1, SLPI, SMAD3, SMARCC1, SMC1A, SMC4, SMC6, SMOX, SMTN, SNAP25, SNCA, SNCG, SNN, SNRPA, SNRPA1, SNRPB, SNRPG, SNTB1, SOCS1, SOCS3, SOCS5, SORBS1, SORBS3, SOX3, SP110, SPAG5, SPARC, SPC25, SPDEF, SPINT2, SPOCK1, SPON1, SPP1, SPR, SPTA1, SPTB, SQLE, SRC, SRD5A1, SRI, SRM, SRSF1, SRSF10, SRSF3, SS18, SSBP1, SSPN, SSR1, SSR3, SSRP1, ST14, ST6GAL1, ST8SIA4, STAB1, STAG1, STAG3, STAM2, STARD7, STAT1, STAT2, STAT3, STC2, STIP1, STK25, STMN1, STX4, SUCLA2, SURF1, SUV39H1, SYMPK, SYNCRIP, SYNGR1, SYNGR2, SYNJ1, SYTL2, TACC3, TACR3, TAL1, TALDO1, TAPBP, TARDBP, TBC1D30, TBRG4, TCAP, TCF7L2, TCIRG1, TCN2, TCOF1, TEAD4, TES, TEX15, TFAP2B, TFAP2C, TFB2M, TFCP2L1, TFDP1, TFDP2, TFF3, TFPI2, TFRC, TGFA, TGFB2, TGFBRAP1, TGIF2, TGM2, THBD, THNSL2, THRB, THY1, TIMELESS, TIMM13, TIMM9, TIMP1, TIMP2, TIMP3, TJP3, TLE3, TLE4, TLR1, TLR3, TMBIM6, TMCC2, TMEM158, TMEM176A, TMEM176B, TMEM8B, TMEM97, TNC, TNF, TNFAIP2, TNFAIP3, TNFAIP6, TNFRSF11B, TNFRSF1A, TNFSF10, TNFSF15, TNIP2, TNNI1, TNNI3, TNNT3, TNPO2, TNS1, TOB1, TOMM22, TOMM40, TOMM70, TOP1, TOP2A, TOR1AIP2, TP53, TP63, TPD52, TPD52L1, TPI1, TPM1, TPM4, TRA2B, TRAF1, TRAK2, TRIAP1, TRIB1, TRIM10, TRIM25, TRIM28, TRIM58, TRIP10, TRIP13, TRO, TSC1, TSKU, TSPAN1, TSPAN13, TSPAN4, TSPAN5, TSPAN7, TSPO2, TTC39A, TUBB, TUBG1, TXNIP, TYR, U2AF1, UBC, UBE2N, UCHL5, UGCG, UGDH, UNG, UPB1, UPF1, UPP1, UQCR10, UQCR11, UQCRC1, UQCRFS1, UROD, USH1C, USP12, USP8, VAV2, VCAN, VCPIP1, VDAC2, VDAC3, VEGFA, VEGFC, VIP, VNN1, WAS, WDR74, WEE1, WIPF1, WIZ, WWC1, WWTR1, XBP1, XK, XPO7, YKT6, YRDC, YTHDC1, YWHAQ, ZEB1"
"CW & AG",2,42,18.5406109743738,2.265297516789,3.04759324073704e-07,"ACSL6, ADAM17, AQP9, ARG1, BRCA2, BSG, C1R, CD209, CLEC5A, CPT1A, CROT, EGF, FECH, FSCN1, GPX2, GSTM3, HEBP1, HMBS, ICAM1, JAM3, MAP3K6, MARCH8, MEIS1, MYL9, NAP1L2, PEX7, PTP4A3, RAD51C, RBM38, RETN, RPL14, SLC22A4, SPTB, SSR3, TIMP1, TMEM176A, TMEM176B, TNS1, TPM1, TRIM10, TRIM25, TSPAN4"
"TX",1,40,NA,NA,NA,"BDH2, BEX3, BHLHE41, BSPRY, CD19, CD72, CDR1, CLEC10A, DBNDD1, ERC1, FHL2, GSTM3, IRF8, LILRA4, LIME1, LIMS2, LRRC6, MICAL3, MSI1, MXRA7, NDN, NECTIN2, NLRP2, PADI2, POLR1E, PRKX, PRKY, PSPH, PUDP, RPS4Y1, SAYSD1, SH3BP4, SLC14A1, SLC46A3, TET3, TEX10, TK1, TTTY14, TTTY15, USP9Y"
"TX & AG",2,6,0.5501664977559,10.9057894736842,1.62739387832812e-05,"DBNDD1, ERC1, GSTM3, NLRP2, SLC14A1, TTTY15"
"TX & CW",2,3,3.90328652092081,0.768583086053412,0.762701447126283,"BDH2, GSTM3, IRF8"
"TX & CW & AG",3,1,0.0536864368738202,18.6266785100734,0.0523127638459437,"GSTM3"
"SS",1,221,NA,NA,NA,"ABHD5, ACAA2, ACACB, ACD, ACP2, ADM, AGAP1, AGER, ALPL, ANK3, ANKMY1, ANKRD1, APOBEC3G, ARHGAP32, ARIH2, ARL6IP4, ASAH1, ASNS, ASRGL1, ATP2A3, ATP9B, AUP1, B4GALT7, BCL2L1, BEND5, BEX3, BLNK, BMPR1A, BNIP1, BPGM, BTN3A2, C4BPA, CACNA2D2, CALD1, CAND2, CCND1, CD22, CD79B, CDC25B, CDCA4, CDKN2D, CFD, CFHR4, CFLAR, CGGBP1, CHI3L1, CHKB, CIB1, CKAP4, CLEC10A, CLK2, COL9A2, CPQ, CRELD2, CSNK1G2, CYFIP2, DAXX, DENND1C, DENND4B, DGAT1, DHX16, DLG5, DNASE1L1, DYNC1H1, E4F1, EBP, ECHDC3, EIF2B5, ELAC2, EMP3, ENDOD1, ENO3, ENPP3, ERI3, ERO1B, EXT2, FAM13A, FAM215A, FAM53B, FANCA, FDXR, FHL2, FPR2, FTH1, GABRP, GALNT10, GALNT6, GDE1, GDPD5, GGA2, GID4, GLUL, GON4L, GSE1, GSTT1, GZMH, GZMM, HIST1H1T, HLA-DPA1, HLA-DQB1, HLA-F, HNRNPH1, IFFO1, IFT46, IL12RB2, IL16, IMPAD1, INPP5B, IRF5, ITCH, ITPR3, KCNAB2, KDM5D, KLHDC4, KMT2A, LAMP2, LMF1, LRRC14, LSG1, MACF1, MAP3K14, MAP4K1, MAPKAPK2, MARCH8, MARK3, MBD3, MCCC2, MCM5, MDC1, MED13, MKRN1, MPP1, MRPL49, MTMR3, MUC13, MUS81, NAALADL1, NLRP2, NSUN6, NT5DC3, NUDCD3, NUP210, NUP85, NUTF2, OAZ1, OR7E14P, OXLD1, PCDH7, PCGF3, PCNX2, PDK3, PEX13, PGRMC1, PHEX, PI4KA, PIN1, PLOD2, PMPCA, POLR1D, POMT1, PPIE, PPP6R2, PREB, PRKAR2B, PTPN7, PWP2, QKI, RAB2A, RAD54L2, RASSF1, RGS9, RHOBTB1, RIOK3, RUNX3, RYR1, SCAF4, SEC14L1, SEC24C, SERINC3, SET, SETBP1, SFSWAP, SLC14A1, SLC22A4, SLC25A37, SLC2A3, SMTN, SNCA, SNED1, SNRNP25, SNRPA, SNX3, SPATA20, STRN3, SUGP2, TATDN2, TBC1D31, TCTN3, THBD, TIMP1, TMEM11, TMEM158, TMEM5, TMF1, TPM1, TPP2, TPSAB1, TRAPPC10, TRIM10, TRIM58, TSPAN5, TUBB1, UTY, VPS33B, WDR83OS, XYLT2, ZNF276, ZNF335, ZNF444, ZSCAN18, ZSWIM8"
"SS & AG",2,29,3.03966990010135,9.54050964515361,2.01115810980347e-20,"AGAP1, ALPL, APOBEC3G, BTN3A2, CD79B, CFD, CHI3L1, ECHDC3, FAM13A, GALNT6, HLA-DPA1, HNRNPH1, IL12RB2, KLHDC4, MARCH8, NLRP2, NSUN6, PCGF3, POLR1D, PRKAR2B, RUNX3, SLC14A1, SLC22A4, SPATA20, STRN3, TIMP1, TPM1, TPP2, TRIM10"
"SS & CW",2,45,21.5656580280875,2.08665091236221,1.34842428424142e-06,"ACAA2, ACP2, ADM, ASNS, BPGM, CACNA2D2, CALD1, CCND1, CDC25B, DGAT1, DHX16, DLG5, EBP, ENDOD1, FDXR, GDE1, GGA2, HIST1H1T, HLA-F, IRF5, LAMP2, MARCH8, MARK3, MCM5, MKRN1, MPP1, PCDH7, PGRMC1, PLOD2, PMPCA, PREB, RIOK3, SEC14L1, SLC22A4, SLC25A37, SMTN, SNCA, SNRPA, THBD, TIMP1, TMEM158, TPM1, TRIM10, TRIM58, TSPAN5"
